project_id,project_name,client_id,bu_id,region_id,pm_id,billing_model,start_date,end_date,bill_rate_usd_per_hr,fixed_fee_total_usd,status
PR00621,Target Back-End E-Services,CL00065,BU00002,RG00002,PM00075,T&M,2024-11-14,2025-11-14,128.0,,Active
PR00622,Maximize Leading-Edge Eyeballs,CL00033,BU00004,RG00001,PM00037,Fixed Fee,2024-02-22,2024-11-22,,213811.0,Completed
PR00623,Evolve Cross-Media Users,CL00082,BU00008,RG00004,PM00043,Fixed Fee,2023-05-31,2024-02-29,,272520.0,Active
PR00624,Engineer Bleeding-Edge Schemas,CL00150,BU00003,RG00005,PM00073,T&M,2024-10-05,2025-04-05,137.0,,Active
PR00625,E-Enable Integrated Deliverables,CL00110,BU00003,RG00001,PM00041,T&M,2023-04-05,2024-01-05,116.0,,Active
PR00626,Incubate Collaborative Networks,CL00190,BU00007,RG00003,PM00047,T&M,2024-10-12,2024-12-12,96.0,,Active
PR00627,Syndicate Seamless Infrastructures,CL00225,BU00008,RG00004,PM00058,T&M,2024-01-02,2025-01-02,104.0,,Active
PR00628,Productize Robust Mindshare,CL00142,BU00002,RG00002,PM00078,T&M,2024-09-05,2025-09-05,122.0,,Active
PR00629,Productize B2B Initiatives,CL00212,BU00003,RG00005,PM00026,T&M,2025-06-06,2025-12-31,132.0,,Completed
PR00630,Reinvent Frictionless E-Tailers,CL00020,BU00002,RG00001,PM00065,Fixed Fee,2024-11-28,2025-02-28,,525727.0,Completed
PR00631,Enable Revolutionary E-Commerce,CL00149,BU00007,RG00005,PM00028,Retainer,2023-10-27,2023-12-27,62.0,,Active
PR00632,Innovate User-Centric Solutions,CL00140,BU00008,RG00006,PM00020,T&M,2023-05-02,2024-02-02,83.0,,Active
PR00633,Orchestrate Back-End Vortals,CL00198,BU00005,RG00002,PM00060,T&M,2025-09-01,2025-12-31,120.0,,Active
PR00634,Evolve Integrated Schemas,CL00094,BU00001,RG00006,PM00031,Retainer,2023-04-15,2024-01-15,107.0,,Completed
PR00635,Engage World-Class Niches,CL00158,BU00003,RG00005,PM00018,T&M,2024-09-09,2025-09-09,112.0,,Active
PR00636,Target Value-Added E-Business,CL00243,BU00003,RG00006,PM00062,Retainer,2025-03-18,2025-12-31,111.0,,Active
PR00637,Mesh Next-Generation Initiatives,CL00195,BU00008,RG00002,PM00009,T&M,2025-07-01,2025-08-01,118.0,,Active
PR00638,Orchestrate B2B Networks,CL00172,BU00004,RG00005,PM00047,T&M,2024-10-05,2024-12-05,134.0,,Completed
PR00639,Benchmark Mission-Critical Platforms,CL00226,BU00001,RG00001,PM00042,T&M,2025-07-02,2025-12-31,126.0,,On Hold
PR00640,Revolutionize Mission-Critical Technologies,CL00163,BU00005,RG00006,PM00034,Fixed Fee,2025-05-24,2025-11-24,,25000.0,Active
PR00641,Matrix Cross-Media E-Markets,CL00097,BU00007,RG00003,PM00076,Fixed Fee,2025-04-12,2025-12-31,,284501.0,Completed
PR00642,Synergize Holistic Networks,CL00133,BU00005,RG00004,PM00029,T&M,2024-02-15,2024-08-15,150.0,,Active
PR00643,Syndicate Robust Roi,CL00223,BU00006,RG00004,PM00062,Retainer,2025-08-03,2025-12-31,84.0,,Active
PR00644,Strategize B2B E-Business,CL00226,BU00003,RG00004,PM00022,T&M,2024-03-03,2024-09-03,103.0,,Active
PR00645,Innovate Wireless Paradigms,CL00072,BU00004,RG00002,PM00024,T&M,2025-08-03,2025-12-31,120.0,,Active
PR00646,Matrix Open-Source Action-Items,CL00210,BU00002,RG00006,PM00030,T&M,2024-09-06,2025-06-06,111.0,,Active
PR00647,Extend Collaborative Niches,CL00030,BU00008,RG00006,PM00062,T&M,2023-03-18,2023-12-18,107.0,,Active
PR00648,Utilize Cross-Platform Content,CL00166,BU00007,RG00001,PM00032,T&M,2024-08-01,2025-02-01,94.0,,Active
PR00649,Empower Holistic Methodologies,CL00042,BU00003,RG00006,PM00066,T&M,2024-04-28,2024-06-28,104.0,,Active
PR00650,Cultivate Bleeding-Edge Channels,CL00015,BU00003,RG00003,PM00024,T&M,2023-06-02,2023-09-02,72.0,,Active
PR00651,Extend Visionary Vortals,CL00249,BU00001,RG00006,PM00037,Retainer,2024-04-11,2024-07-11,104.0,,Active
PR00652,Drive Next-Generation Metrics,CL00156,BU00008,RG00004,PM00022,T&M,2024-02-23,2024-03-23,102.0,,Active
PR00653,Evolve Dynamic Systems,CL00037,BU00003,RG00005,PM00066,T&M,2025-09-29,2025-12-31,122.0,,Active
PR00654,Redefine Transparent Models,CL00088,BU00008,RG00005,PM00076,T&M,2023-11-25,2024-02-25,105.0,,Active
PR00655,Cultivate Out-Of-The-Box Markets,CL00034,BU00002,RG00001,PM00026,T&M,2025-03-13,2025-05-13,87.0,,Completed
PR00656,Generate Granular Partnerships,CL00176,BU00007,RG00002,PM00078,T&M,2025-03-11,2025-09-11,136.0,,Active
PR00657,Unleash Wireless Channels,CL00158,BU00001,RG00005,PM00065,Fixed Fee,2024-04-28,2024-10-28,,152065.0,Active
PR00658,Matrix Proactive Roi,CL00169,BU00003,RG00005,PM00070,Retainer,2025-03-25,2025-09-25,64.0,,Completed
PR00659,Matrix 24/365 Markets,CL00199,BU00007,RG00005,PM00054,T&M,2023-10-27,2025-04-27,129.0,,Active
PR00660,Integrate Ubiquitous Markets,CL00136,BU00007,RG00002,PM00062,Fixed Fee,2024-01-23,2024-04-23,,272018.0,Active
PR00661,Unleash 24/365 Niches,CL00151,BU00002,RG00004,PM00018,T&M,2024-07-13,2024-10-13,113.0,,Completed
PR00662,Transition Plug-And-Play Mindshare,CL00233,BU00002,RG00003,PM00077,Retainer,2024-07-26,2025-04-26,103.0,,Active
PR00663,Whiteboard 24/7 Methodologies,CL00049,BU00001,RG00006,PM00001,Fixed Fee,2024-09-08,2025-03-08,,203967.0,Active
PR00664,Incentivize Out-Of-The-Box Models,CL00002,BU00007,RG00006,PM00027,Fixed Fee,2023-02-17,2023-08-17,,261527.0,Active
PR00665,Grow Virtual Info-Mediaries,CL00093,BU00002,RG00002,PM00055,Fixed Fee,2025-07-11,2025-09-11,,224753.0,Active
PR00666,Engage Cross-Media Convergence,CL00219,BU00007,RG00005,PM00047,Fixed Fee,2025-06-30,2025-12-31,,461639.0,On Hold
PR00667,E-Enable Back-End Infrastructures,CL00102,BU00004,RG00004,PM00071,Fixed Fee,2023-09-12,2024-06-12,,363840.0,Active
PR00668,Utilize Integrated Markets,CL00095,BU00008,RG00003,PM00040,Fixed Fee,2024-03-18,2025-03-18,,304225.0,Completed
PR00669,Iterate Killer E-Services,CL00102,BU00003,RG00006,PM00016,Fixed Fee,2023-09-11,2025-03-11,,138282.0,Active
PR00670,Innovate Best-Of-Breed Niches,CL00180,BU00003,RG00001,PM00028,T&M,2023-12-16,2024-02-16,109.0,,Completed
PR00671,Deliver Vertical Methodologies,CL00206,BU00001,RG00002,PM00050,Retainer,2024-09-28,2024-12-28,176.0,,Active
PR00672,Syndicate End-To-End Experiences,CL00024,BU00003,RG00004,PM00077,T&M,2023-01-14,2023-02-14,113.0,,Active
PR00673,Expedite Value-Added E-Services,CL00057,BU00006,RG00001,PM00078,T&M,2023-09-27,2024-03-27,131.0,,Active
PR00674,Expedite Extensible Experiences,CL00103,BU00005,RG00006,PM00077,T&M,2024-01-28,2025-01-28,93.0,,Completed
PR00675,Brand Enterprise Convergence,CL00045,BU00008,RG00004,PM00002,T&M,2024-03-03,2024-12-03,86.0,,Active
PR00676,Morph Killer Bandwidth,CL00206,BU00005,RG00002,PM00005,Fixed Fee,2024-12-14,2025-12-14,,212493.0,Active
PR00677,Innovate Impactful Applications,CL00179,BU00004,RG00005,PM00022,Fixed Fee,2024-04-14,2025-04-14,,146021.0,Active
PR00678,Implement Out-Of-The-Box Schemas,CL00168,BU00001,RG00002,PM00012,Retainer,2023-06-08,2024-03-08,142.0,,Completed
PR00679,Expedite Front-End Content,CL00091,BU00007,RG00004,PM00076,T&M,2025-07-11,2025-12-31,85.0,,Active
PR00680,Syndicate Innovative Supply-Chains,CL00181,BU00002,RG00001,PM00071,T&M,2023-06-17,2023-08-17,82.0,,Completed
PR00681,Whiteboard World-Class Niches,CL00235,BU00006,RG00003,PM00036,T&M,2024-03-05,2025-03-05,85.0,,On Hold
PR00682,Visualize Seamless Solutions,CL00117,BU00007,RG00005,PM00001,T&M,2024-02-10,2024-03-10,142.0,,Active
PR00683,Mesh Web-Enabled Markets,CL00028,BU00002,RG00005,PM00038,T&M,2023-08-21,2024-02-21,106.0,,Active
PR00684,Strategize Turn-Key Methodologies,CL00132,BU00005,RG00005,PM00074,T&M,2025-07-21,2025-10-21,134.0,,Active
PR00685,Drive Proactive Experiences,CL00097,BU00008,RG00002,PM00044,Retainer,2023-08-06,2024-02-06,157.0,,Active
PR00686,Envisioneer Back-End E-Markets,CL00118,BU00001,RG00004,PM00015,T&M,2025-02-11,2025-04-11,98.0,,Active
PR00687,Synergize Robust Applications,CL00202,BU00004,RG00006,PM00030,Retainer,2024-09-20,2025-03-20,107.0,,Active
PR00688,Transition Dynamic Supply-Chains,CL00091,BU00001,RG00006,PM00034,T&M,2025-06-07,2025-07-07,107.0,,Active
PR00689,Innovate Collaborative Web Services,CL00173,BU00006,RG00001,PM00071,Retainer,2023-12-12,2024-02-12,64.0,,Active
PR00690,Deliver Seamless Communities,CL00091,BU00004,RG00005,PM00035,T&M,2024-07-10,2025-12-31,127.0,,Active
PR00691,Reinvent Distributed Platforms,CL00239,BU00004,RG00004,PM00026,T&M,2025-05-17,2025-12-31,71.0,,Active
PR00692,Enable Back-End Schemas,CL00068,BU00004,RG00002,PM00026,Retainer,2025-01-01,2025-07-01,80.0,,Completed
PR00693,Innovate Open-Source Experiences,CL00092,BU00003,RG00001,PM00016,Retainer,2023-10-12,2024-07-12,149.0,,Active
PR00694,Enhance Synergistic E-Services,CL00170,BU00008,RG00005,PM00001,Fixed Fee,2023-05-19,2024-05-19,,168598.0,Active
PR00695,Deploy Open-Source Relationships,CL00011,BU00008,RG00003,PM00080,T&M,2024-04-22,2024-07-22,78.0,,Completed
PR00696,Benchmark Distributed Bandwidth,CL00226,BU00005,RG00004,PM00024,Retainer,2024-02-09,2025-08-09,60.0,,Completed
PR00697,Syndicate Scalable Functionalities,CL00072,BU00007,RG00002,PM00074,T&M,2023-07-02,2024-04-02,105.0,,Active
PR00698,Benchmark Intuitive Info-Mediaries,CL00109,BU00008,RG00005,PM00005,T&M,2025-06-25,2025-12-31,50.0,,Active
PR00699,Deliver 24/7 Methodologies,CL00176,BU00003,RG00004,PM00016,Fixed Fee,2023-10-30,2025-04-30,,384919.0,Active
PR00700,Mesh Seamless E-Markets,CL00177,BU00001,RG00001,PM00027,T&M,2024-08-15,2025-05-15,79.0,,Active
PR00701,Cultivate B2C Channels,CL00093,BU00005,RG00002,PM00071,T&M,2023-03-25,2023-09-25,109.0,,Active
PR00702,Facilitate Transparent Networks,CL00246,BU00006,RG00003,PM00024,T&M,2023-11-08,2024-08-08,116.0,,Active
PR00703,Orchestrate Turn-Key Roi,CL00180,BU00006,RG00003,PM00052,T&M,2024-12-11,2025-06-11,100.0,,Active
PR00704,Synthesize Open-Source Functionalities,CL00034,BU00004,RG00001,PM00035,Retainer,2023-05-06,2024-05-06,125.0,,Active
PR00705,Harness Leading-Edge Synergies,CL00220,BU00007,RG00002,PM00019,Retainer,2023-10-02,2025-04-02,106.0,,Active
PR00706,Empower Best-Of-Breed Communities,CL00122,BU00001,RG00002,PM00054,T&M,2024-12-03,2025-12-31,138.0,,On Hold
PR00707,Engineer Granular Models,CL00218,BU00006,RG00004,PM00039,T&M,2025-06-14,2025-12-31,73.0,,Completed
PR00708,Enable User-Centric Functionalities,CL00013,BU00007,RG00001,PM00021,T&M,2023-05-17,2023-08-17,95.0,,Completed
PR00709,Strategize Cutting-Edge Info-Mediaries,CL00122,BU00002,RG00004,PM00043,T&M,2024-10-29,2025-04-29,177.0,,Active
PR00710,Implement Robust Users,CL00143,BU00005,RG00003,PM00003,T&M,2024-08-18,2025-08-18,108.0,,Active
PR00711,Drive Out-Of-The-Box Synergies,CL00174,BU00004,RG00005,PM00074,Fixed Fee,2023-11-06,2024-11-06,,473787.0,Active
PR00712,Engineer Dynamic Web-Readiness,CL00200,BU00005,RG00003,PM00042,Fixed Fee,2024-05-15,2025-11-15,,227309.0,Active
PR00713,Whiteboard Interactive E-Services,CL00189,BU00008,RG00001,PM00049,Fixed Fee,2023-01-07,2024-01-07,,219331.0,Active
PR00714,Monetize End-To-End Platforms,CL00245,BU00003,RG00002,PM00044,T&M,2024-06-18,2025-06-18,124.0,,Active
PR00715,Deliver Extensible Communities,CL00104,BU00002,RG00001,PM00021,T&M,2024-08-18,2025-05-18,158.0,,Active
PR00716,Transition Revolutionary Content,CL00168,BU00005,RG00006,PM00035,Fixed Fee,2023-04-12,2024-04-12,,311057.0,Active
PR00717,Target Cross-Platform E-Commerce,CL00228,BU00008,RG00003,PM00076,T&M,2024-03-27,2024-06-27,138.0,,Active
PR00718,Facilitate Holistic Convergence,CL00043,BU00003,RG00001,PM00017,Fixed Fee,2023-07-27,2023-10-27,,326962.0,Active
PR00719,Leverage Wireless Web-Readiness,CL00241,BU00002,RG00002,PM00022,T&M,2023-10-20,2024-01-20,122.0,,Active
PR00720,Enhance End-To-End E-Tailers,CL00240,BU00008,RG00005,PM00007,T&M,2023-12-21,2024-02-21,130.0,,Active
PR00721,Benchmark Frictionless Initiatives,CL00196,BU00002,RG00001,PM00034,Fixed Fee,2023-02-04,2023-11-04,,317448.0,Active
PR00722,Unleash Robust Architectures,CL00239,BU00007,RG00003,PM00030,T&M,2024-07-23,2025-04-23,109.0,,Active
PR00723,Morph Scalable Metrics,CL00161,BU00003,RG00002,PM00068,Retainer,2025-09-21,2025-10-21,68.0,,Active
PR00724,Repurpose Sticky Experiences,CL00170,BU00006,RG00003,PM00061,T&M,2023-03-16,2023-04-16,90.0,,Completed
PR00725,Streamline One-To-One E-Markets,CL00240,BU00005,RG00005,PM00057,T&M,2023-01-31,2024-01-31,110.0,,Completed
PR00726,Synergize 24/7 Schemas,CL00139,BU00003,RG00005,PM00077,T&M,2024-11-21,2025-02-21,110.0,,Active
PR00727,Syndicate B2C E-Tailers,CL00225,BU00007,RG00005,PM00069,T&M,2024-01-28,2025-01-28,105.0,,Active
PR00728,Implement Seamless E-Markets,CL00139,BU00004,RG00001,PM00057,T&M,2025-09-06,2025-10-06,69.0,,Active
PR00729,Repurpose Real-Time E-Business,CL00040,BU00005,RG00001,PM00001,T&M,2023-06-06,2023-09-06,131.0,,Completed
PR00730,Scale Global E-Markets,CL00035,BU00006,RG00003,PM00061,T&M,2025-07-29,2025-12-31,130.0,,Active
PR00731,Deliver 24/7 Technologies,CL00126,BU00008,RG00003,PM00002,Fixed Fee,2023-06-12,2023-12-12,,230122.0,Completed
PR00732,Generate Sticky Models,CL00153,BU00004,RG00001,PM00071,T&M,2023-06-27,2024-03-27,111.0,,Active
PR00733,Expedite 24/365 Portals,CL00144,BU00007,RG00004,PM00032,T&M,2023-11-05,2024-05-05,88.0,,Active
PR00734,Aggregate Synergistic E-Markets,CL00100,BU00007,RG00002,PM00034,T&M,2025-03-23,2025-12-31,50.0,,Active
PR00735,Leverage Revolutionary Schemas,CL00133,BU00005,RG00003,PM00069,Retainer,2024-04-03,2025-01-03,93.0,,Active
PR00736,Redefine Best-Of-Breed Info-Mediaries,CL00219,BU00002,RG00002,PM00018,T&M,2025-02-10,2025-11-10,130.0,,Active
PR00737,Incentivize Clicks-And-Mortar Synergies,CL00159,BU00008,RG00003,PM00080,T&M,2024-05-28,2025-05-28,115.0,,Active
PR00738,Redefine One-To-One Networks,CL00039,BU00001,RG00005,PM00003,T&M,2023-05-19,2023-11-19,119.0,,Active
PR00739,Orchestrate E-Business Mindshare,CL00069,BU00003,RG00006,PM00057,Fixed Fee,2025-02-06,2025-05-06,,245787.0,Active
PR00740,Drive Mission-Critical Portals,CL00039,BU00001,RG00004,PM00028,T&M,2023-04-27,2023-06-27,96.0,,Active
PR00741,Enhance Ubiquitous Technologies,CL00205,BU00008,RG00003,PM00060,Fixed Fee,2025-09-27,2025-12-31,,252306.0,Active
PR00742,Target Scalable Platforms,CL00021,BU00003,RG00001,PM00035,Fixed Fee,2024-02-15,2024-05-15,,273278.0,Active
PR00743,Cultivate Revolutionary Technologies,CL00121,BU00003,RG00002,PM00033,Retainer,2023-09-29,2024-09-29,88.0,,Completed
PR00744,Exploit Turn-Key E-Commerce,CL00032,BU00004,RG00004,PM00057,T&M,2024-07-13,2024-09-13,76.0,,On Hold
PR00745,Transform Revolutionary Synergies,CL00051,BU00008,RG00006,PM00013,T&M,2023-06-30,2024-06-30,135.0,,On Hold
PR00746,Repurpose Frictionless Supply-Chains,CL00122,BU00007,RG00006,PM00040,Retainer,2023-08-03,2024-08-03,131.0,,Active
PR00747,Productize Visionary E-Business,CL00187,BU00001,RG00006,PM00071,T&M,2024-07-09,2025-01-09,108.0,,Active
PR00748,Matrix E-Business Relationships,CL00164,BU00005,RG00002,PM00047,Retainer,2024-02-21,2024-08-21,145.0,,Completed
PR00749,Reinvent One-To-One Interfaces,CL00056,BU00002,RG00002,PM00056,T&M,2024-06-16,2024-07-16,123.0,,Active
PR00750,Target Real-Time Architectures,CL00071,BU00002,RG00004,PM00032,T&M,2024-09-13,2025-06-13,112.0,,Active
PR00751,Exploit Next-Generation Experiences,CL00201,BU00008,RG00006,PM00077,T&M,2025-01-12,2025-04-12,115.0,,Completed
PR00752,Embrace End-To-End Markets,CL00064,BU00003,RG00004,PM00012,Fixed Fee,2023-09-17,2024-06-17,,182471.0,Active
PR00753,Transform Next-Generation Applications,CL00249,BU00001,RG00001,PM00046,Fixed Fee,2023-09-05,2025-03-05,,252533.0,Active
PR00754,Exploit Visionary Roi,CL00203,BU00002,RG00002,PM00063,T&M,2025-01-19,2025-07-19,96.0,,On Hold
PR00755,Synergize Synergistic E-Business,CL00202,BU00006,RG00004,PM00025,T&M,2025-08-07,2025-12-31,140.0,,Active
PR00756,Cultivate End-To-End Info-Mediaries,CL00186,BU00003,RG00003,PM00006,T&M,2023-02-14,2024-02-14,125.0,,Active
PR00757,Embrace Transparent Systems,CL00076,BU00008,RG00002,PM00073,T&M,2025-01-28,2025-07-28,103.0,,Active
PR00758,Optimize Back-End Experiences,CL00188,BU00008,RG00003,PM00077,Retainer,2023-03-13,2023-12-13,71.0,,Active
PR00759,Implement Magnetic Web Services,CL00018,BU00003,RG00004,PM00038,Retainer,2024-05-03,2024-07-03,141.0,,Active
PR00760,Mesh Mission-Critical E-Commerce,CL00117,BU00001,RG00006,PM00065,T&M,2024-06-09,2024-09-09,80.0,,Active
PR00761,Syndicate Cross-Media Web Services,CL00005,BU00006,RG00005,PM00031,T&M,2024-01-22,2025-01-22,114.0,,Active
PR00762,Synergize B2C Schemas,CL00248,BU00007,RG00002,PM00068,Fixed Fee,2025-09-23,2025-12-23,,225581.0,Completed
PR00763,Streamline Value-Added Experiences,CL00040,BU00005,RG00003,PM00053,Fixed Fee,2025-08-10,2025-10-10,,267852.0,Active
PR00764,Deliver Collaborative Models,CL00134,BU00002,RG00001,PM00017,T&M,2023-09-01,2024-09-01,104.0,,Active
PR00765,Optimize Holistic Vortals,CL00028,BU00008,RG00002,PM00013,T&M,2023-09-14,2024-03-14,129.0,,Active
PR00766,Facilitate Efficient Markets,CL00100,BU00008,RG00005,PM00080,Fixed Fee,2024-01-10,2024-10-10,,210566.0,Active
PR00767,Enhance Enterprise Interfaces,CL00094,BU00004,RG00005,PM00010,T&M,2025-02-26,2025-12-31,160.0,,Completed
PR00768,Evolve Ubiquitous Systems,CL00168,BU00008,RG00001,PM00060,Retainer,2024-01-01,2024-04-01,127.0,,Active
PR00769,Grow E-Business Models,CL00143,BU00007,RG00003,PM00008,Retainer,2025-06-09,2025-12-09,104.0,,Active
PR00770,Harness 24/7 Models,CL00011,BU00002,RG00003,PM00010,Retainer,2024-11-25,2025-02-25,112.0,,On Hold
PR00771,Transform Wireless E-Markets,CL00025,BU00002,RG00006,PM00030,T&M,2023-01-28,2023-07-28,134.0,,Active
PR00772,Engage Clicks-And-Mortar Infrastructures,CL00135,BU00004,RG00005,PM00023,Fixed Fee,2023-02-25,2024-08-25,,286592.0,Active
PR00773,Re-Intermediate Seamless Mindshare,CL00192,BU00002,RG00006,PM00074,T&M,2025-07-27,2025-12-31,53.0,,Active
PR00774,Architect Ubiquitous Supply-Chains,CL00171,BU00007,RG00001,PM00022,Fixed Fee,2025-05-23,2025-08-23,,25000.0,Active
PR00775,Transition Scalable E-Services,CL00130,BU00006,RG00006,PM00021,T&M,2024-07-18,2025-07-18,92.0,,Active
PR00776,Facilitate Collaborative Web Services,CL00239,BU00006,RG00003,PM00071,Retainer,2024-12-06,2025-12-31,110.0,,Active
PR00777,Unleash Customized Initiatives,CL00096,BU00007,RG00006,PM00056,Retainer,2024-07-18,2025-12-31,104.0,,Active
PR00778,Engineer Magnetic Synergies,CL00062,BU00004,RG00004,PM00071,Retainer,2023-06-01,2023-09-01,100.0,,Active
PR00779,Seize Distributed Schemas,CL00247,BU00008,RG00004,PM00051,T&M,2024-06-14,2025-03-14,119.0,,Active
PR00780,Disintermediate Sticky Paradigms,CL00073,BU00001,RG00005,PM00018,Retainer,2025-03-21,2025-05-21,122.0,,Active
PR00781,Synthesize Global E-Markets,CL00077,BU00004,RG00002,PM00041,T&M,2023-09-13,2024-03-13,80.0,,Completed
PR00782,Morph 24/365 Solutions,CL00177,BU00005,RG00005,PM00066,Fixed Fee,2023-06-16,2023-12-16,,319953.0,Completed
PR00783,Re-Contextualize Impactful E-Tailers,CL00040,BU00002,RG00001,PM00059,T&M,2023-07-07,2024-01-07,118.0,,Active
PR00784,Transition Dynamic Supply-Chains,CL00094,BU00004,RG00002,PM00033,Retainer,2024-12-10,2025-01-10,89.0,,Active
PR00785,Engineer Next-Generation Paradigms,CL00103,BU00004,RG00006,PM00010,Fixed Fee,2023-06-17,2023-08-17,,337685.0,Completed
PR00786,E-Enable 24/7 Systems,CL00045,BU00008,RG00006,PM00074,Retainer,2025-09-10,2025-12-10,160.0,,Active
PR00787,Repurpose Global Models,CL00165,BU00005,RG00001,PM00074,T&M,2024-12-11,2025-01-11,131.0,,Completed
PR00788,Mesh Scalable Schemas,CL00236,BU00006,RG00003,PM00056,T&M,2023-01-07,2023-07-07,54.0,,Completed
PR00789,E-Enable Compelling Mindshare,CL00223,BU00004,RG00006,PM00078,Retainer,2024-11-03,2024-12-03,104.0,,Active
PR00790,Scale Virtual Channels,CL00162,BU00007,RG00001,PM00040,T&M,2023-10-03,2024-01-03,99.0,,Active
PR00791,Synergize World-Class Mindshare,CL00145,BU00003,RG00003,PM00065,Fixed Fee,2023-06-10,2024-12-10,,299776.0,Active
PR00792,Deploy Interactive Niches,CL00173,BU00007,RG00004,PM00077,Fixed Fee,2024-08-20,2024-11-20,,45523.0,Active
PR00793,Facilitate Distributed Systems,CL00111,BU00005,RG00004,PM00019,T&M,2024-09-10,2024-10-10,114.0,,Active
PR00794,Enable Transparent Metrics,CL00147,BU00001,RG00005,PM00052,T&M,2023-07-27,2023-10-27,120.0,,Active
PR00795,Monetize Turn-Key Schemas,CL00112,BU00003,RG00002,PM00062,Fixed Fee,2025-03-06,2025-12-31,,63501.0,Active
PR00796,Architect 24/365 E-Tailers,CL00167,BU00004,RG00005,PM00079,Retainer,2025-09-09,2025-12-31,127.0,,Active
PR00797,Unleash Distributed Methodologies,CL00063,BU00002,RG00003,PM00056,T&M,2025-08-27,2025-12-31,115.0,,Completed
PR00798,Redefine End-To-End Experiences,CL00023,BU00002,RG00006,PM00053,T&M,2024-06-20,2025-06-20,102.0,,Active
PR00799,Deliver World-Class Initiatives,CL00083,BU00006,RG00005,PM00004,Fixed Fee,2023-10-04,2023-11-04,,218878.0,Active
PR00800,Engage Compelling Applications,CL00090,BU00008,RG00005,PM00019,T&M,2024-07-01,2024-10-01,78.0,,Completed
PR00801,Repurpose Next-Generation Methodologies,CL00060,BU00004,RG00006,PM00048,T&M,2025-06-05,2025-12-05,121.0,,Active
PR00802,Envisioneer Cutting-Edge Synergies,CL00022,BU00002,RG00006,PM00007,T&M,2025-04-09,2025-06-09,99.0,,Active
PR00803,Transform Proactive Architectures,CL00038,BU00005,RG00001,PM00044,Fixed Fee,2025-03-23,2025-09-23,,300849.0,Active
PR00804,Streamline Leading-Edge Solutions,CL00116,BU00008,RG00001,PM00043,T&M,2023-08-14,2023-11-14,128.0,,Active
PR00805,Engineer Granular Technologies,CL00053,BU00005,RG00005,PM00062,Fixed Fee,2024-02-19,2025-08-19,,25000.0,On Hold
PR00806,Orchestrate Leading-Edge Technologies,CL00178,BU00001,RG00004,PM00075,Retainer,2024-01-25,2025-01-25,63.0,,Active
PR00807,Engineer Robust Convergence,CL00066,BU00003,RG00001,PM00037,T&M,2023-11-13,2024-11-13,120.0,,Active
PR00808,Transform Magnetic Experiences,CL00070,BU00001,RG00004,PM00002,T&M,2024-12-04,2025-06-04,79.0,,Active
PR00809,Synergize Web-Enabled Mindshare,CL00170,BU00006,RG00001,PM00003,T&M,2025-05-21,2025-08-21,71.0,,Completed
PR00810,Scale Scalable Architectures,CL00099,BU00004,RG00004,PM00066,Retainer,2024-03-22,2024-04-22,99.0,,Active
PR00811,Deploy Turn-Key Schemas,CL00081,BU00008,RG00005,PM00069,T&M,2024-08-25,2025-12-31,71.0,,Active
PR00812,Implement Dot-Com Solutions,CL00248,BU00008,RG00005,PM00003,T&M,2023-03-25,2023-12-25,150.0,,Completed
PR00813,Cultivate Visionary E-Services,CL00079,BU00006,RG00004,PM00051,Fixed Fee,2025-08-22,2025-11-22,,206413.0,Active
PR00814,Unleash Out-Of-The-Box Applications,CL00176,BU00006,RG00003,PM00039,T&M,2025-09-11,2025-12-31,105.0,,On Hold
PR00815,Extend 24/365 Solutions,CL00129,BU00005,RG00001,PM00033,Retainer,2025-04-29,2025-12-31,100.0,,Completed
PR00816,Grow Virtual Methodologies,CL00209,BU00001,RG00005,PM00036,T&M,2024-04-01,2024-07-01,78.0,,Active
PR00817,Reinvent Virtual Mindshare,CL00101,BU00003,RG00001,PM00049,T&M,2023-04-26,2023-10-26,100.0,,Active
PR00818,Synergize Revolutionary E-Commerce,CL00224,BU00004,RG00004,PM00031,Fixed Fee,2023-07-05,2023-08-05,,279842.0,Active
PR00819,Engage Back-End Channels,CL00080,BU00006,RG00004,PM00070,T&M,2024-03-09,2025-03-09,98.0,,Active
PR00820,Benchmark Dot-Com Synergies,CL00149,BU00004,RG00002,PM00040,Fixed Fee,2023-09-07,2024-06-07,,428876.0,Completed
PR00821,Target B2C Paradigms,CL00233,BU00003,RG00004,PM00019,Fixed Fee,2024-05-28,2024-07-28,,407879.0,Active
PR00822,Re-Contextualize World-Class Metrics,CL00041,BU00006,RG00001,PM00072,T&M,2023-08-27,2023-11-27,97.0,,Active
PR00823,Revolutionize Seamless Models,CL00048,BU00006,RG00002,PM00004,Fixed Fee,2023-03-21,2023-05-21,,133755.0,Completed
PR00824,Engage Synergistic Partnerships,CL00106,BU00007,RG00003,PM00057,Fixed Fee,2025-06-08,2025-07-08,,87126.0,Completed
PR00825,Mesh Magnetic Roi,CL00164,BU00005,RG00002,PM00025,T&M,2024-05-08,2024-08-08,140.0,,Active
PR00826,Optimize Granular E-Markets,CL00196,BU00005,RG00005,PM00073,Fixed Fee,2025-03-19,2025-12-31,,148365.0,Active
PR00827,Incubate Wireless Infrastructures,CL00060,BU00001,RG00003,PM00011,Fixed Fee,2025-04-23,2025-10-23,,336946.0,Active
PR00828,Enhance Killer Web Services,CL00129,BU00008,RG00006,PM00048,T&M,2024-06-26,2024-09-26,129.0,,Active
